dataset,algorithm,algorithm_params,vectorizer_name,vectorizer_params,vectorizer_time,algorithm_time,total_time,ami,ari,homogeneity,completeness,v-measure,micro_pr,macro_pr,weighted_pr,micro_rc,macro_rc,weighted_rc,micro_f1,macro_f1,weighted_f1,vectorizer_time_low,vectorizer_time_high,algorithm_time_low,algorithm_time_high,total_time_low,total_time_high,ami_low,ami_high,ari_low,ari_high,homogeneity_low,homogeneity_high,completeness_low,completeness_high,v-measure_low,v-measure_high,micro_pr_low,micro_pr_high,macro_pr_low,macro_pr_high,weighted_pr_low,weighted_pr_high,micro_rc_low,micro_rc_high,macro_rc_low,macro_rc_high,weighted_rc_low,weighted_rc_high,micro_f1_low,micro_f1_high,macro_f1_low,macro_f1_high,weighted_f1_low,weighted_f1_high
BBC News,K-Means,{},GloVe,{},5.373144149780273,0.13857374191284177,5.511717891693115,0.7461911154625013,0.7608184076692168,0.7460604310304114,0.7474666764449985,0.746762890640692,0.896943820224719,0.9045105785816748,0.9078567564242762,0.896943820224719,0.896939283419721,0.896943820224719,0.896943820224719,0.8977490828495531,0.8995490000039457,5.373144149780273,5.373144149780273,0.1326882842068088,0.14554201591262367,5.505760652948049,5.518688479213938,0.7456883937884079,0.7469385273694696,0.7599832832961859,0.7620615323777792,0.7455607631380664,0.7468439408382347,0.7469758486546055,0.7482250259344977,0.7462702902005014,0.7475227577234451,0.8965393258426966,0.8974382022471911,0.9042552855510357,0.904893971446435,0.9076287873496114,0.908214774032972,0.8965393258426966,0.897438202247191,0.8966065360747877,0.8974222914754346,0.8965393258426966,0.897438202247191,0.8965393258426966,0.897438202247191,0.8974200428807173,0.8982397534555727,0.8991838247780455,0.9000509513808698
BBC News,K-Means,{},S-Bert,{},175.44120478630066,0.23494334220886226,175.6761481285095,0.87138478696575,0.8995881604078996,0.8717806415730089,0.8715678183660127,0.8716742139914633,0.9570786516853932,0.955752190521508,0.9574866025575648,0.9570786516853932,0.9559582993320216,0.9570786516853932,0.9570786516853932,0.9556963988717128,0.9571320008437084,175.44120478630066,175.44120478630066,0.22989956196581005,0.24178033764562268,175.67112674399218,175.68273508888453,0.8703617539150461,0.8725595873212011,0.8987166602737074,0.9006187012479823,0.870755899794939,0.8729605200033459,0.8705052909170066,0.8727386033984187,0.8706054651235384,0.8728264868895358,0.956629213483146,0.9575280898876406,0.9552926180540633,0.9563505828281849,0.9570803179687182,0.958028268670473,0.956629213483146,0.9575730337078652,0.9555563551046024,0.9565351396852236,0.956629213483146,0.9575280898876406,0.956629213483146,0.9575280898876406,0.955279159560507,0.9562928758620638,0.9567270860833833,0.9576319061532658
BBC News,K-Means,{},TF,"{'max_features': 10000, 'stop_words': 'english'}",0.53342604637146,0.41571693420410155,0.9491429805755616,0.24255332305085037,0.10780755242742901,0.17638616544131505,0.41731073446703537,0.24495271659143167,0.40786516853932586,0.5563878736625307,0.5154040955085415,0.40786516853932586,0.39370401261469634,0.40786516853932586,0.40786516853932586,0.321593858914193,0.31663017354597367,0.53342604637146,0.53342604637146,0.395467209815979,0.4398371549662731,0.9289013071367334,0.973388630557136,0.20304836391287515,0.28104522462265197,0.08937128975459266,0.12425783025463075,0.14142851500301395,0.20923449431846547,0.3870918892618396,0.45308992939332887,0.20445483282249538,0.2829814957538858,0.3759550561797752,0.4361527666673089,0.4850839067640662,0.5976775516871041,0.44663379040028356,0.5532921069864534,0.3761797752808989,0.4360898876404494,0.3578350816673622,0.42654145673438565,0.37558606756398444,0.43581084965052014,0.3750422313234499,0.4350561797752809,0.26774006649070264,0.3732077258315064,0.2664649006492618,0.36285369647524607
BBC News,K-Means,{},TF/IDF,"{'max_features': 10000, 'stop_words': 'english'}",0.4721040725708008,0.3640438079833984,0.8361478805541992,0.7026693861478105,0.620346187823237,0.6800146855077692,0.7286621905107176,0.7033638239618116,0.8272808988764044,0.8975849600785463,0.8869756717317621,0.8272808988764044,0.8136000748820779,0.8272808988764044,0.8272808988764044,0.8269144767447247,0.8287785251761596,0.4721040725708008,0.4721040725708008,0.346884405583096,0.3786403185697271,0.8186522621161656,0.8505548830726976,0.6824859033054996,0.7347173287483761,0.5834060568959198,0.6753583191949865,0.6561751650305079,0.7179159500874438,0.7137693538521954,0.7568432799468666,0.6836158407511613,0.7380370916640386,0.8072359550561797,0.8528988764044942,0.8916186728063564,0.908168304069342,0.8798278062633539,0.8987441779094626,0.8079284098135995,0.8542974666186208,0.7912461100216658,0.8424010001429646,0.8079550561797753,0.8543531750834771,0.8074603507961148,0.8531919828040392,0.8060834106130843,0.8533996908838313,0.8091745161184063,0.8547040360910085
BBC News,sIB,{},TF,"{'max_features': 10000, 'stop_words': 'english'}",0.53342604637146,0.6105578899383545,1.1439839363098145,0.8803960200926984,0.904398984910878,0.8811640148265697,0.8801667640595351,0.880665042406342,0.9597303370786516,0.9586695726259762,0.9609406752305384,0.9597303370786516,0.9599859720310462,0.9597303370786516,0.9597303370786516,0.9588859805587757,0.9598949721680151,0.53342604637146,0.53342604637146,0.4832312198543299,0.9622116847694396,1.0134505307429802,1.4934426448677733,0.8733086538210929,0.8868569024899948,0.8962088617665067,0.910901814631862,0.8744890282073088,0.8873428538623909,0.8729050891792043,0.8865541466796051,0.8736428314977419,0.8869879893345891,0.9563595505617977,0.9623820224719102,0.9555190138827273,0.9614610277401971,0.9582553526860993,0.9634019002007838,0.956449438202247,0.9624719101123596,0.9571168951494012,0.9626941302773073,0.956449438202247,0.9625168539325843,0.9564044943820222,0.9625168539325843,0.9557439284451061,0.9616736675703775,0.9569243475057119,0.9626977227074578
DBPedia,K-Means,{},GloVe,{},88.21520495414734,128.47086629867553,216.68607125282287,0.7314428297954616,0.629206353300936,0.7270831830787717,0.7358911052997505,0.7314565611258695,0.7598904761904762,0.6888553513846482,0.6888553513846482,0.7598904761904762,0.7598904761904762,0.7598904761904762,0.7598904761904762,0.7163971208361744,0.7163971208361744,88.21520495414734,88.21520495414734,119.566223668952,137.85933904400835,207.6010437123125,225.9820846796036,0.7270472626191831,0.735467699578295,0.6213106323405279,0.6343224179945531,0.7236611496682257,0.7305110364321408,0.7301202766050807,0.7404732000280533,0.7270642171904084,0.735499127630831,0.7547116654108504,0.7639288888888889,0.6703322821997395,0.7188247465444801,0.6703292687098762,0.7187753648016176,0.7547587301587301,0.7639580952380953,0.7547476355168395,0.7639348655999716,0.7547708751029462,0.7639265510166297,0.7547879234024305,0.763931719979436,0.7054877724700619,0.7337052745331456,0.7055079633395988,0.7348790434394423
DBPedia,K-Means,{},S-Bert,{},13111.03449511528,119.97149221897125,13231.00598733425,0.7924943641414728,0.708121484201781,0.7869000305352102,0.7982099050264336,0.7925049900354167,0.820918253968254,0.7752450703131152,0.7752450703131151,0.820918253968254,0.820918253968254,0.820918253968254,0.820918253968254,0.7911461580375276,0.7911461580375276,13111.03449511528,13111.03449511528,116.72342772686538,124.19099765524821,13227.774355364476,13235.212712285731,0.7669198640335471,0.8102138205204177,0.6621286753019197,0.7372490825623852,0.760669021125564,0.80489746547346,0.7748544473357312,0.8150971348831041,0.7661181560413466,0.8098379787217305,0.7848508652599463,0.8450661463115026,0.7268681631109025,0.8025797679097563,0.7308438865836252,0.8022173488360197,0.7838157123854381,0.8445463089163667,0.7833491841774507,0.8441895238095238,0.7834238821138623,0.8436123483097747,0.78328059879022,0.8439147658074296,0.7487998239224322,0.8168534476743374,0.7485845543243862,0.8169369761264573
DBPedia,K-Means,{},TF,"{'max_features': 10000, 'stop_words': 'english'}",20.288550853729248,43.4058934211731,63.694444274902345,0.559913698684554,0.21391646578840362,0.4878348461480303,0.6588615706985576,0.5599381658427645,0.4981468253968254,0.5824899756786739,0.5824899756786739,0.4981468253968254,0.4981468253968255,0.4981468253968254,0.4981468253968254,0.4741079595963448,0.4741079595963448,20.288550853729248,20.288550853729248,41.87142652033127,45.99426925687978,62.14559442160786,66.1873551525772,0.5426490983416059,0.5745666206851766,0.18818439090227368,0.23805727466045756,0.4637026931561517,0.5086552560174086,0.6513970510743804,0.6666146982779261,0.5427130854313115,0.575068691344198,0.473850634920635,0.5196811001530409,0.5349898717292957,0.6284222577012153,0.536791752319799,0.6285475955365073,0.4744388770866742,0.5195546344340201,0.4745744608130332,0.5199077757896898,0.47359883664870406,0.5192463178562436,0.4737944760902143,0.5198984126984127,0.44419218436340535,0.5012854977252729,0.44362354664145925,0.501762136065604
DBPedia,K-Means,{},TF/IDF,"{'max_features': 10000, 'stop_words': 'english'}",20.4782292842865,45.23997051715851,65.71819980144501,0.6068428576776105,0.24179624254632986,0.544441025816446,0.6860711583191139,0.6068651651591507,0.5559158730158729,0.6515784600565715,0.6515784600565715,0.5559158730158729,0.5559158730158729,0.5559158730158729,0.5559158730158729,0.5504732132853607,0.5504732132853607,20.4782292842865,20.4782292842865,42.907756927111066,48.3721826143367,63.315453631534446,68.79398119449615,0.5952670074610308,0.6162078448661656,0.2171857400750522,0.25846758161891037,0.5271471948727678,0.5573664205414157,0.6806904495071833,0.6915772281918936,0.5952358017792178,0.6162654060044226,0.5404411725417052,0.5680590709590603,0.6149581610192337,0.6816350369681579,0.6162849913002107,0.6810781176446812,0.5409723740713424,0.568427947872708,0.5411573734294702,0.5679914265579117,0.5404689247220156,0.5681119540926002,0.5403236530401415,0.5680575064029125,0.5254346410445953,0.5685319356062272,0.5259914153336521,0.5692452122474496
DBPedia,sIB,{},TF,"{'max_features': 10000, 'stop_words': 'english'}",20.288550853729248,44.34515254497528,64.63370339870453,0.7894995096284534,0.6776906554545108,0.7793527124812636,0.7999610851163936,0.7895103519317475,0.7812234920634921,0.7197926638813861,0.7197926638813861,0.7812234920634921,0.7812234920634921,0.7812234920634921,0.7812234920634921,0.7377481153588532,0.7377481153588532,20.288550853729248,20.288550853729248,41.35463205049016,48.10083567228516,61.636223014068214,68.3349733726467,0.7761211997888682,0.8025757079379311,0.6492913176494477,0.7077597504544801,0.7649711722768339,0.7934253444220118,0.7870590819089751,0.8114494222021462,0.7762480467090764,0.8025125413176297,0.7574862205077116,0.8085149037897181,0.6794511581381418,0.7563813485239198,0.6784321909378973,0.7560212713512842,0.756376381253177,0.8064992263993471,0.7566905966945237,0.8075139893487153,0.7571892063492065,0.807216486722153,0.7573414981405834,0.8073760288980153,0.7047703861478686,0.771772241113539,0.7046715660798272,0.7712249885970895
Yahoo! Answers,K-Means,{},GloVe,{},380.64488101005554,402.4758957147598,783.1207767248154,0.3160776532767312,0.23462102135834878,0.3095271163088288,0.32292900838787647,0.3160860673707567,0.486743904109589,0.4090867923342379,0.4090867923342379,0.486743904109589,0.4867439041095891,0.486743904109589,0.486743904109589,0.43895004505031643,0.43895004505031643,380.64488101005554,380.64488101005554,363.8493513531422,446.00350356148226,744.3390844746918,827.3388727481693,0.31604906114795694,0.316108091230416,0.23460525472099392,0.23463925881178854,0.3095049940104814,0.30955222027295765,0.322894146609796,0.32296677203701646,0.3160582486507107,0.31611691350476695,0.48673465753424666,0.4867601369863013,0.40904612015301495,0.4091283301923144,0.40904629724106506,0.4091286641067729,0.48673472602739726,0.4867605165676595,0.48673445205479454,0.48675917808219177,0.48673452054794525,0.48675999999999997,0.48673438356164384,0.4867597945205479,0.4389362000391742,0.4389677574227677,0.43893623641851115,0.43896792180933664
Yahoo! Answers,K-Means,{},S-Bert,{},58809.55579209328,377.9945470094681,59187.550339102745,0.4146318837586776,0.32891176605071176,0.4096835652459226,0.4197158255521562,0.414639021220902,0.5864776027397259,0.5818848099199758,0.5818848099199758,0.5864776027397259,0.586477602739726,0.5864776027397259,0.5864776027397259,0.5643801669628064,0.5643801669628064,58809.55579209328,58809.55579209328,349.8986022336475,415.9998395306906,59159.74588077325,59226.520795945624,0.41461118966365057,0.41469540555965684,0.3288890928473365,0.3289775768346891,0.40966284163920963,0.4097561500144851,0.4196952947648893,0.4197726097002848,0.4146187020863227,0.41469846454213516,0.5864404635025307,0.5864878767123287,0.5818742391731633,0.5819146182964033,0.5818740753675036,0.5819151540638782,0.5864407075748963,0.5864878767123288,0.5864412095455828,0.5864879452054794,0.5864457725794647,0.5864880136986301,0.5864403401402175,0.5864879452054794,0.5643556557930945,0.5643870847308231,0.5643556935051963,0.5643870969709065
Yahoo! Answers,K-Means,{},TF,"{'max_features': 10000, 'stop_words': 'english'}",74.59512400627136,261.97364737987516,336.5687713861465,0.03292531497722834,0.00615669969405718,0.023133510185766648,0.057792733676428544,0.03294071638735393,0.14774164383561642,0.22469887869063307,0.22469887869063307,0.14774164383561642,0.14774164383561642,0.14774164383561642,0.14774164383561642,0.07503226167439239,0.07503226167439236,74.59512400627136,74.59512400627136,236.42652344310193,286.80472576618195,311.50665461738913,361.40249320798387,0.029557932454650486,0.03848907127309984,0.005601776115904532,0.0070939281015697485,0.020367376152917324,0.027910233126327046,0.05390828379889101,0.06364397519896707,0.02965920651380269,0.038950476533011924,0.14325325155168192,0.15564175353915663,0.193500759116096,0.2676219579521691,0.19318677219602656,0.26554299892236227,0.1431863023322976,0.15530314359591876,0.1431718109790237,0.15588414399868564,0.1432078230817868,0.15590461209726203,0.14315332174094422,0.15565307936704098,0.0675044473627432,0.08851634974150054,0.06735613430503713,0.08788246245405462
Yahoo! Answers,K-Means,{},TF/IDF,"{'max_features': 10000, 'stop_words': 'english'}",76.14011192321777,224.46372380256653,300.6038357257843,0.1646782993925591,0.047874115850808856,0.13990729601527943,0.2003461319283562,0.16469015436713633,0.2934062328767123,0.37448221345169874,0.37448221345169885,0.2934062328767123,0.2934062328767123,0.2934062328767123,0.2934062328767123,0.2546205120472248,0.2546205120472248,76.14011192321777,76.14011192321777,211.02364543269644,241.05814667407242,286.73429146591604,317.72358202714196,0.15668773363750965,0.17024156387305595,0.042009727794062646,0.051112132405105475,0.1313807670768374,0.14459978273438048,0.19277876918505416,0.20879354334287265,0.15640898428850408,0.17015569271037265,0.28295730296525207,0.30010435107957334,0.35364299074033645,0.40207397942375345,0.3530075419904322,0.4014304628800967,0.2828452649485758,0.3001071971300076,0.28282617778993563,0.3000472115186052,0.2828153310357424,0.3000766633400371,0.2826386416051204,0.30013835673564293,0.24773393282865522,0.26321342489711197,0.24769645146065294,0.2631871054092614
Yahoo! Answers,sIB,{},TF,"{'max_features': 10000, 'stop_words': 'english'}",74.59512400627136,140.06426105499267,214.65938506126403,0.3876963290479709,0.32374771143389447,0.38556036939834104,0.3898746606089737,0.3877037470064485,0.5677886301369863,0.5275158947780629,0.5275158947780629,0.5677886301369863,0.5677886301369864,0.5677886301369863,0.5677886301369863,0.5374977174530106,0.5374977174530106,74.59512400627136,74.59512400627136,136.06221911863003,144.9493568797343,210.7372823871652,219.6003933836961,0.3844906663996464,0.39138886568149117,0.3184671104189862,0.3308429433517539,0.3817568211799209,0.38932432279153745,0.38714567492795265,0.393396695927695,0.3845040002219687,0.39136763327157414,0.5546343758026476,0.5758496597345824,0.5024778080463127,0.5458356986857908,0.5040258061505112,0.545876889571853,0.5548103287675902,0.5758143974354459,0.5542506370976326,0.5760945826225801,0.5546503424657534,0.5756608520898289,0.5549156047278015,0.5758055787830912,0.518884989404759,0.5518024277714342,0.5190361742464731,0.5516334008148535
